customer_id, customer_type, login_password, customer_name_or_company_name, contact_phone, application_id, sku_id, application_amount, application_quantity, application_time, spu_id, asset_name, asset_original_value, asset_weight_kg, industry_id, industry_name, approval_order_id, credit_approval_id, repayment_method, order_type, order_creation_time, approval_status
CUST_10024,企业,!14h$Ey9umBs,昊嘉科技有限公司,13738993239,APP_20240024,SPU_155_SKU_97,5445630.92,9,2025-10-10 20:04:36,SPU_155,液压挖掘机,749977.91,6436,103,工程机械,ORD_20251010_0024,AUTH_30024,等额本息,售后回租,2025-10-15 20:04:36,通过
CUST_10025,企业,J!6JnlQFJ8PF,昊嘉传媒有限公司,14763270911,APP_20240025,SPU_837_SKU_90,23646776.92,6,2025-07-19 02:18:46,SPU_837,新能源重卡,4567316.21,3761,106,交通运输,ORD_20250719_0025,AUTH_30025,按季付息到期还本,售后回租,2025-07-20 02:18:46,审批中
CUST_10026,个人,m(38ViQzEmme,谷桂珍,15735850519,APP_20240026,SPU_762_SKU_11,10247580.86,5,2024-03-29 02:25:31,SPU_762,高性能服务器集群,2175849.03,4800,104,信息技术,ORD_20240329_0026,AUTH_30026,等额本金,直接租赁,2024-04-02 02:25:31,审批中
CUST_10027,个人,*&2iIaTlv&I),何春梅,13599593682,APP_20240027,SPU_455_SKU_30,4518838.82,5,2025-09-25 11:33:01,SPU_455,工业机器人臂,973812.26,1334,101,高端制造,ORD_20250925_0027,AUTH_30027,按季付息到期还本,售后回租,2025-09-30 11:33:01,通过
CUST_10028,企业,CHA0kIh7q*&Y,商软冠联信息有限公司,18724289784,APP_20240028,SPU_298_SKU_58,1708053.34,1,2025-05-06 18:49:47,SPU_298,液压挖掘机,2012788.16,3418,103,工程机械,ORD_20250506_0028,AUTH_30028,等额本金,直接租赁,2025-05-10 18:49:47,通过
CUST_10029,个人,jV8x2EsWL_2!,赵桂芝,15090324753,APP_20240029,SPU_422_SKU_27,29002074.9,10,2024-12-09 12:32:09,SPU_422,核磁共振成像仪,3514602.94,6324,102,医疗器械,ORD_20241209_0029,AUTH_30029,按季付息到期还本,直接租赁,2024-12-10 12:32:09,通过
CUST_10030,企业,z)j)9!AdV37B,恒聪百汇网络有限公司,18534300204,APP_20240030,SPU_777_SKU_72,8123370.44,4,2025-05-18 06:10:11,SPU_777,高性能服务器集群,2531947.02,5570,104,信息技术,ORD_20250518_0030,AUTH_30030,按季付息到期还本,直接租赁,2025-05-21 06:10:11,通过
CUST_10031,企业,z9kVI)d&!XC2,时空盒数字传媒有限公司,18501525837,APP_20240031,SPU_399_SKU_36,1495635.35,1,2025-08-10 11:00:58,SPU_399,工业机器人臂,1774504.55,2296,101,高端制造,ORD_20250810_0031,AUTH_30031,按季付息到期还本,售后回租,2025-08-11 11:00:58,通过
CUST_10032,企业,ynDfmu1!^25M,时空盒数字科技有限公司,18893856218,APP_20240032,SPU_202_SKU_93,2831540.46,2,2025-11-21 10:56:52,SPU_202,新能源重卡,1648552.81,7583,106,交通运输,ORD_20251121_0032,AUTH_30032,按季付息到期还本,售后回租,2025-11-26 10:56:52,通过
CUST_10033,企业,ql90PIZi#FZo,新宇龙信息科技有限公司,18949684954,APP_20240033,SPU_136_SKU_75,175483.15,1,2025-01-26 04:05:49,SPU_136,液压挖掘机,190213.15,7300,103,工程机械,ORD_20250126_0033,AUTH_30033,等额本息,售后回租,2025-01-29 04:05:49,通过
CUST_10034,个人,Kdl%t$91d)2I,陈颖,13848763531,APP_20240034,SPU_305_SKU_30,32099557.95,9,2024-11-11 21:21:03,SPU_305,新能源重卡,4294890.07,8374,106,交通运输,ORD_20241111_0034,AUTH_30034,等额本息,售后回租,2024-11-13 21:21:03,通过
CUST_10035,企业,#4X6HVwqPykW,四通传媒有限公司,13354952159,APP_20240035,SPU_463_SKU_26,825828.07,5,2025-03-25 23:27:26,SPU_463,液压挖掘机,174978.85,3376,103,工程机械,ORD_20250325_0035,AUTH_30035,等额本金,售后回租,2025-03-30 23:27:26,通过
CUST_10036,企业,Pi+8YBPw!Z1W,易动力网络有限公司,14782427958,APP_20240036,SPU_580_SKU_28,1575421.69,1,2024-03-29 21:03:41,SPU_580,高性能服务器集群,1728309.54,4438,104,信息技术,ORD_20240329_0036,AUTH_30036,按季付息到期还本,直接租赁,2024-03-31 21:03:41,审批中
CUST_10037,企业,DhIT@W7v(9IM,恩悌科技有限公司,14593754843,APP_20240037,SPU_193_SKU_69,27510865.31,7,2025-10-29 04:44:27,SPU_193,光伏组件,4692806.29,8991,105,绿色能源,ORD_20251029_0037,AUTH_30037,等额本金,直接租赁,2025-10-31 04:44:27,拒绝
CUST_10038,个人,noun8FfIu^@$,赵玉华,18556932501,APP_20240038,SPU_956_SKU_18,22470180.82,6,2025-11-28 06:59:43,SPU_956,液压挖掘机,3994417.51,2053,103,工程机械,ORD_20251128_0038,AUTH_30038,等额本息,直接租赁,2025-12-03 06:59:43,审批中
CUST_10039,个人,u$4PHuBqJ&JX,蒋荣,13934184915,APP_20240039,SPU_297_SKU_16,13013827.52,7,2025-12-15 10:20:14,SPU_297,液压挖掘机,2237699.77,7408,103,工程机械,ORD_20251215_0039,AUTH_30039,等额本金,售后回租,2025-12-18 10:20:14,通过
CUST_10040,个人,%7v(INzsPB)Z,邱琳,18977591872,APP_20240040,SPU_230_SKU_34,1743431.06,1,2025-07-18 00:01:33,SPU_230,工业机器人臂,2124034.92,5010,101,高端制造,ORD_20250718_0040,AUTH_30040,按季付息到期还本,直接租赁,2025-07-19 00:01:33,通过
CUST_10041,个人,d1IByENu&@BX,梁梅,13109288102,APP_20240041,SPU_911_SKU_83,16864871.04,4,2024-06-14 05:38:43,SPU_911,光伏组件,4858173.97,3084,105,绿色能源,ORD_20240614_0041,AUTH_30041,等额本金,直接租赁,2024-06-18 05:38:43,拒绝
CUST_10042,个人,mwnvPRe(+r2!,张艳,13693304777,APP_20240042,SPU_468_SKU_58,12084910.23,8,2025-12-13 15:24:52,SPU_468,新能源重卡,1608114.76,1965,106,交通运输,ORD_20251213_0042,AUTH_30042,等额本息,售后回租,2025-12-17 15:24:52,通过
CUST_10043,个人,ho9*M8#)S^Z*,陆秀荣,15202620980,APP_20240043,SPU_427_SKU_53,20340992.47,6,2025-02-22 10:47:49,SPU_427,液压挖掘机,4175707.81,7549,103,工程机械,ORD_20250222_0043,AUTH_30043,等额本息,售后回租,2025-02-26 10:47:49,拒绝
CUST_10044,企业,ANKbEF1a&9F9,时刻信息有限公司,13884036283,APP_20240044,SPU_510_SKU_97,20371541.64,8,2025-10-17 09:07:33,SPU_510,核磁共振成像仪,2917275.94,7579,102,医疗器械,ORD_20251017_0044,AUTH_30044,等额本息,售后回租,2025-10-18 09:07:33,通过
CUST_10045,个人,@I&Q1Stp&Czo,牛桂荣,13788395540,APP_20240045,SPU_648_SKU_12,5138785.94,2,2024-09-25 03:59:28,SPU_648,光伏组件,2971598.74,2661,105,绿色能源,ORD_20240925_0045,AUTH_30045,等额本息,直接租赁,2024-09-27 03:59:28,通过
CUST_10046,个人,#ap7All)61JK,白玉兰,14761100711,APP_20240046,SPU_801_SKU_71,1480019.57,1,2025-03-28 13:20:07,SPU_801,核磁共振成像仪,1766745.31,632,102,医疗器械,ORD_20250328_0046,AUTH_30046,等额本金,售后回租,2025-03-29 13:20:07,通过
CUST_10047,个人,^gpkEKbL5+D8,王娜,13677607689,APP_20240047,SPU_112_SKU_73,27894921.52,7,2025-06-04 17:23:06,SPU_112,核磁共振成像仪,4442333.62,5501,102,医疗器械,ORD_20250604_0047,AUTH_30047,按季付息到期还本,直接租赁,2025-06-06 17:23:06,通过
CUST_10048,企业,^4MxxR++Kx6x,佳禾传媒有限公司,18985003159,APP_20240048,SPU_146_SKU_88,4421168.21,5,2024-05-01 15:12:06,SPU_146,新能源重卡,1007984.5,8129,106,交通运输,ORD_20240501_0048,AUTH_30048,按季付息到期还本,直接租赁,2024-05-03 15:12:06,通过
CUST_10049,个人,^6ZSH0kXliJ1,陈杨,15835268658,APP_20240049,SPU_319_SKU_17,24967233.55,9,2025-02-14 11:08:43,SPU_319,新能源重卡,3109569.94,7214,106,交通运输,ORD_20250214_0049,AUTH_30049,等额本金,直接租赁,2025-02-18 11:08:43,拒绝
CUST_10050,企业,1blq#Lfe**ZT,浙大万朋科技有限公司,13136450716,APP_20240050,SPU_424_SKU_56,1910924.11,1,2024-05-31 09:52:51,SPU_424,核磁共振成像仪,2364230.06,9661,102,医疗器械,ORD_20240531_0050,AUTH_30050,按季付息到期还本,售后回租,2024-06-02 09:52:51,审批中
CUST_10051,个人,kf7)uLxdH%cW,陈玉梅,13540180677,APP_20240051,SPU_524_SKU_46,11429508.53,3,2025-04-27 20:28:30,SPU_524,液压挖掘机,4398846.15,2718,103,工程机械,ORD_20250427_0051,AUTH_30051,等额本金,售后回租,2025-05-01 20:28:30,拒绝
CUST_10052,个人,!*PI1BVr3L_0,翁玉珍,13355539008,APP_20240052,SPU_385_SKU_15,13200287.56,4,2025-06-19 03:18:02,SPU_385,高性能服务器集群,4055027.34,1820,104,信息技术,ORD_20250619_0052,AUTH_30052,等额本息,售后回租,2025-06-24 03:18:02,审批中
CUST_10053,企业,pcDKSgD)S9@w,天开网络有限公司,13521812658,APP_20240053,SPU_334_SKU_54,32181029.72,10,2024-05-25 21:16:06,SPU_334,新能源重卡,3677720.62,945,106,交通运输,ORD_20240525_0053,AUTH_30053,等额本息,售后回租,2024-05-28 21:16:06,审批中
CUST_10054,企业,wp0Oz8vP%67h,诺依曼软件网络有限公司,14584524129,APP_20240054,SPU_622_SKU_29,38789963.32,10,2025-06-03 14:46:30,SPU_622,核磁共振成像仪,4424668.25,3123,102,医疗器械,ORD_20250603_0054,AUTH_30054,按季付息到期还本,直接租赁,2025-06-06 14:46:30,通过
CUST_10055,企业,(gGMAgkde(6&,恩悌传媒有限公司,14541454320,APP_20240055,SPU_286_SKU_65,6259990.44,4,2024-12-15 16:38:59,SPU_286,液压挖掘机,1882806.36,4455,103,工程机械,ORD_20241215_0055,AUTH_30055,等额本息,直接租赁,2024-12-19 16:38:59,通过
CUST_10056,个人,8JFmshZ%)MoT,马畅,18127745653,APP_20240056,SPU_783_SKU_37,2627494.83,2,2024-05-28 07:04:55,SPU_783,高性能服务器集群,1468578.94,6373,104,信息技术,ORD_20240528_0056,AUTH_30056,等额本金,直接租赁,2024-06-02 07:04:55,通过
CUST_10057,企业,PK0Vk)0bX@+O,超艺传媒有限公司,13390652631,APP_20240057,SPU_704_SKU_16,29794630.46,9,2025-12-20 10:58:29,SPU_704,液压挖掘机,3485119.55,9768,103,工程机械,ORD_20251220_0057,AUTH_30057,等额本息,售后回租,2025-12-24 10:58:29,审批中
CUST_10058,企业,m28_Uulyb*(F,盟新网络有限公司,18976500712,APP_20240058,SPU_278_SKU_86,30339030.23,8,2024-08-23 23:04:38,SPU_278,光伏组件,4226360.52,6354,105,绿色能源,ORD_20240823_0058,AUTH_30058,等额本金,直接租赁,2024-08-27 23:04:38,审批中
CUST_10059,个人,Wc#stCoxOiQ8,车秀云,13627722676,APP_20240059,SPU_507_SKU_79,25207098.3,10,2024-07-31 19:24:16,SPU_507,液压挖掘机,2656498.03,5463,103,工程机械,ORD_20240731_0059,AUTH_30059,等额本息,售后回租,2024-08-03 19:24:16,通过
CUST_10060,个人,V33*fYP^*n)F,傅勇,15991102315,APP_20240060,SPU_664_SKU_22,4418369.82,6,2025-10-11 09:15:00,SPU_664,光伏组件,840456.54,7392,105,绿色能源,ORD_20251011_0060,AUTH_30060,等额本金,直接租赁,2025-10-16 09:15:00,通过
CUST_10061,个人,UX!7grXr_Z3%,邵刚,13484407830,APP_20240061,SPU_208_SKU_89,44231648.19,10,2025-01-29 15:42:41,SPU_208,新能源重卡,4927496.52,8340,106,交通运输,ORD_20250129_0061,AUTH_30061,等额本息,售后回租,2025-01-31 15:42:41,通过
CUST_10062,企业,Xi)(XWe43cyF,佳禾信息有限公司,15058440630,APP_20240062,SPU_153_SKU_40,22117026.03,6,2024-04-18 09:01:43,SPU_153,液压挖掘机,4103151.95,8319,103,工程机械,ORD_20240418_0062,AUTH_30062,等额本息,直接租赁,2024-04-22 09:01:43,审批中
CUST_10063,企业,&ZduOFGxi9mL,中建创业信息有限公司,14749690732,APP_20240063,SPU_170_SKU_37,3578471.89,2,2025-12-15 20:58:28,SPU_170,高性能服务器集群,1979144.06,7096,104,信息技术,ORD_20251215_0063,AUTH_30063,等额本息,直接租赁,2025-12-17 20:58:28,通过
CUST_10064,个人,Ly44aKPxi#@&,黄强,18594741047,APP_20240064,SPU_244_SKU_45,7120833.35,10,2026-02-10 21:50:14,SPU_244,高性能服务器集群,760291.78,1666,104,信息技术,ORD_20260210_0064,AUTH_30064,等额本金,售后回租,2026-02-14 21:50:14,通过
CUST_10065,企业,$1%LQTMxEAe5,易动力网络有限公司,18164753318,APP_20240065,SPU_815_SKU_51,4213763.15,8,2024-06-07 19:23:29,SPU_815,核磁共振成像仪,610844.8,3642,102,医疗器械,ORD_20240607_0065,AUTH_30065,按季付息到期还本,售后回租,2024-06-09 19:23:29,通过
CUST_10066,企业,#iveZMal4YA^,艾提科信传媒有限公司,13610455830,APP_20240066,SPU_430_SKU_14,7704046.94,6,2024-05-26 01:52:49,SPU_430,液压挖掘机,1493051.04,7515,103,工程机械,ORD_20240526_0066,AUTH_30066,等额本息,直接租赁,2024-05-31 01:52:49,通过
CUST_10067,企业,U0d&F$)i1kWH,富罳科技有限公司,15597248980,APP_20240067,SPU_299_SKU_19,12887517.26,4,2025-04-23 05:13:11,SPU_299,核磁共振成像仪,3765520.58,3157,102,医疗器械,ORD_20250423_0067,AUTH_30067,等额本息,直接租赁,2025-04-28 05:13:11,通过
CUST_10068,企业,zi3AxpxxV)vP,诺依曼软件传媒有限公司,13014635304,APP_20240068,SPU_728_SKU_73,2439408.01,7,2025-01-16 17:02:25,SPU_728,新能源重卡,395780.26,5124,106,交通运输,ORD_20250116_0068,AUTH_30068,按季付息到期还本,售后回租,2025-01-21 17:02:25,审批中
CUST_10069,企业,0&1fBKnH!%A4,恩悌科技有限公司,15750224187,APP_20240069,SPU_350_SKU_69,7698978.33,3,2026-02-18 10:55:28,SPU_350,高性能服务器集群,3028872.14,7237,104,信息技术,ORD_20260218_0069,AUTH_30069,等额本息,售后回租,2026-02-23 10:55:28,通过
CUST_10070,个人,uq(2Htxa^ABU,贺红梅,13424959712,APP_20240070,SPU_501_SKU_20,1778216.59,2,2026-02-25 15:29:54,SPU_501,工业机器人臂,1023566.22,9709,101,高端制造,ORD_20260225_0070,AUTH_30070,等额本息,售后回租,2026-02-28 15:29:54,通过
CUST_10071,个人,8RNxb3Lmh2^z,费娜,18829797343,APP_20240071,SPU_543_SKU_49,3745364.5,3,2026-01-22 19:40:24,SPU_543,工业机器人臂,1330103.4,9966,101,高端制造,ORD_20260122_0071,AUTH_30071,等额本息,售后回租,2026-01-25 19:40:24,通过
CUST_10072,企业,&RYT4Ri6gyi*,鑫博腾飞传媒有限公司,13655609191,APP_20240072,SPU_799_SKU_41,4106134.58,4,2025-04-27 13:55:27,SPU_799,工业机器人臂,1232377.09,2085,101,高端制造,ORD_20250427_0072,AUTH_30072,按季付息到期还本,售后回租,2025-05-02 13:55:27,通过
CUST_10073,企业,vk1fi$VVg%Y(,同兴万点信息有限公司,18866277044,APP_20240073,SPU_841_SKU_21,3544758.47,3,2025-02-22 16:50:02,SPU_841,核磁共振成像仪,1402585.46,8080,102,医疗器械,ORD_20250222_0073,AUTH_30073,按季付息到期还本,售后回租,2025-02-23 16:50:02,通过
CUST_10074,个人,KBye(Aa0@3nV,朱海燕,15371350556,APP_20240074,SPU_798_SKU_28,2864212.12,1,2025-08-19 15:28:13,SPU_798,高性能服务器集群,3104474.28,6715,104,信息技术,ORD_20250819_0074,AUTH_30074,等额本金,直接租赁,2025-08-20 15:28:13,通过
CUST_10075,个人,N!jI9VPm)0z6,周军,18932649464,APP_20240075,SPU_103_SKU_10,3610189.35,1,2024-04-27 19:04:29,SPU_103,光伏组件,4266480.07,9778,105,绿色能源,ORD_20240427_0075,AUTH_30075,等额本息,售后回租,2024-04-30 19:04:29,通过
CUST_10076,个人,!#ZRqzoBkox6,张荣,15754017261,APP_20240076,SPU_647_SKU_76,37519616.38,9,2024-08-20 20:04:02,SPU_647,液压挖掘机,4887149.18,4182,103,工程机械,ORD_20240820_0076,AUTH_30076,等额本息,售后回租,2024-08-24 20:04:02,通过
CUST_10077,企业,+2HdW9viZfF6,数字100信息有限公司,15828763831,APP_20240077,SPU_982_SKU_75,39780334.91,10,2024-04-07 00:17:03,SPU_982,核磁共振成像仪,4475219.08,3947,102,医疗器械,ORD_20240407_0077,AUTH_30077,等额本金,售后回租,2024-04-08 00:17:03,通过
CUST_10078,个人,oc1+FidQVh*0,张伟,13312766522,APP_20240078,SPU_453_SKU_70,23487245.25,9,2025-08-26 03:13:38,SPU_453,新能源重卡,2916429.98,4138,106,交通运输,ORD_20250826_0078,AUTH_30078,等额本金,售后回租,2025-08-29 03:13:38,拒绝
CUST_10079,企业,1y8EqP%WP_kz,中建创业信息有限公司,18850855116,APP_20240079,SPU_796_SKU_61,7353714.65,3,2024-09-15 19:34:41,SPU_796,新能源重卡,2809319.13,3496,106,交通运输,ORD_20240915_0079,AUTH_30079,等额本息,售后回租,2024-09-16 19:34:41,通过
CUST_10080,企业,Mf1KQ$baN@3J,恒聪百汇传媒有限公司,13954769165,APP_20240080,SPU_362_SKU_51,4521106.18,2,2025-01-16 17:25:26,SPU_362,工业机器人臂,2495759.9,7762,101,高端制造,ORD_20250116_0080,AUTH_30080,等额本金,售后回租,2025-01-19 17:25:26,审批中
CUST_10081,企业,_RM51(EcGi1R,时刻信息有限公司,13648230210,APP_20240081,SPU_706_SKU_21,26929062.47,9,2024-10-12 11:09:00,SPU_706,液压挖掘机,3432315.98,3185,103,工程机械,ORD_20241012_0081,AUTH_30081,按季付息到期还本,直接租赁,2024-10-15 11:09:00,通过
CUST_10082,企业,@7ZOM9g6swge,网新恒天信息有限公司,15167003308,APP_20240082,SPU_714_SKU_99,16460638.46,5,2026-01-18 11:57:39,SPU_714,核磁共振成像仪,3857567.59,6971,102,医疗器械,ORD_20260118_0082,AUTH_30082,等额本金,售后回租,2026-01-21 11:57:39,通过
CUST_10083,个人,_6gW8MQsNw0a,王玉兰,13614808781,APP_20240083,SPU_693_SKU_42,9931119.1,10,2026-01-01 18:46:54,SPU_693,高性能服务器集群,1110864.6,4687,104,信息技术,ORD_20260101_0083,AUTH_30083,等额本金,直接租赁,2026-01-04 18:46:54,通过
CUST_10084,企业,zxEAWPo4$F3m,恩悌科技有限公司,13671570623,APP_20240084,SPU_821_SKU_23,3629694.96,4,2024-10-13 13:39:47,SPU_821,高性能服务器集群,1094480.91,7335,104,信息技术,ORD_20241013_0084,AUTH_30084,等额本金,售后回租,2024-10-17 13:39:47,通过
CUST_10085,个人,#R3^2Xu8Kzmz,游建,18201170576,APP_20240085,SPU_703_SKU_70,7431867.78,3,2025-05-29 13:31:20,SPU_703,光伏组件,2982004.69,3421,105,绿色能源,ORD_20250529_0085,AUTH_30085,等额本息,售后回租,2025-06-03 13:31:20,通过
CUST_10086,企业,%o14s#tkFjaX,飞利信科技有限公司,18522020687,APP_20240086,SPU_460_SKU_44,3616837.22,8,2024-08-19 22:43:51,SPU_460,新能源重卡,492843.03,6668,106,交通运输,ORD_20240819_0086,AUTH_30086,按季付息到期还本,售后回租,2024-08-21 22:43:51,通过
CUST_10087,企业,Q*aStsb)3)7l,鸿睿思博网络有限公司,13333523482,APP_20240087,SPU_101_SKU_68,18984486.56,5,2025-02-27 18:26:36,SPU_101,高性能服务器集群,4210506.65,7583,104,信息技术,ORD_20250227_0087,AUTH_30087,等额本金,售后回租,2025-03-01 18:26:36,审批中
CUST_10088,个人,HE2K)1jq%3u8,沈柳,15547839022,APP_20240088,SPU_692_SKU_67,8077976.54,9,2025-03-23 04:09:35,SPU_692,核磁共振成像仪,1050112.7,7971,102,医疗器械,ORD_20250323_0088,AUTH_30088,等额本息,直接租赁,2025-03-28 04:09:35,拒绝
CUST_10089,个人,(YYe%9wxV$1q,程志强,13007952948,APP_20240089,SPU_105_SKU_20,20609851.67,5,2025-09-18 05:06:16,SPU_105,光伏组件,4598470.77,9637,105,绿色能源,ORD_20250918_0089,AUTH_30089,按季付息到期还本,售后回租,2025-09-19 05:06:16,通过
